frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_17,ID_18,ID_20,ID_21,ID_23,ID_24,ID_25,ID_26,ID_27,ID_30,ID_31,ID_32,ID_33,ID_34,ID_36,ID_38,ID_39,ID_40,ID_41,ID_43,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_62,ID_63,ID_64,ID_65,ID_67,ID_68,ID_71,ID_72,ID_74,ID_75,ID_76
126,(117!112),(634!285),(646!176),(1334!461),(1677!761),(1558!953),(1453!1026),(1736!1209),(1189!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,(642!291),(646!174),(1334!461),(1677!761),(1560!954),(1453!1026),(1738!1209),(1190!1295),,,,,(1452!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,(118!112),(643!293),(646!174),(1334!462),(1677!761),(1558!956),(1454!1026),(1737!1209),(1190!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,(118!111),(644!294),(646!174),(1334!462),(1678!761),(1559!957),(1454!1026),(1737!1210),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,(118!111),(639!291),(646!174),(1334!462),(1678!761),(1559!958),(1454!1026),(1737!1209),(1190!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,(118!111),(640!291),(646!174),(1334!462),(1677!761),(1559!960),(1454!1026),,(1190!1300),,,,,,(251!1290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,(118!111),(648!297),(646!174),(1335!464),(1677!761),(1562!961),(1454!1026),(1739!1209),(1190!1299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,(118!111),(650!298),(646!174),(1335!462),(1677!761),(1561!962),(1453!1027),(1740!1209),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,(118!112),(652!301),(645!174),(1334!461),(1677!761),(1561!964),(1453!1026),(1736!1207),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,(117!111),(652!303),(646!174),(1334!461),(1676!761),(1562!966),(1453!1025),(1736!1209),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,(117!112),(653!304),(639!179),(1334!461),(1677!761),(1562!968),(1452!1025),,(1190!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,(117!112),(655!305),(646!173),(1334!461),(1677!761),(1562!969),(1453!1026),(1743!1210),(1190!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,(117!112),(656!308),(646!173),(1334!461),(1677!761),(1562!971),(1453!1025),,(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,(117!112),(657!310),(646!175),(1334!462),(1683!765),(1562!973),(1454!1027),(1736!1212),(1196!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,(117!112),(659!312),(646!174),(1334!461),(1677!761),(1562!975),(1452!1027),(1737!1209),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,(659!312),(646!175),(1334!461),(1683!765),(1562!977),(1454!1026),(1737!1208),(1191!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,(118!112),(660!314),(647!175),(1335!462),(1678!761),(1563!978),(1454!1026),(1737!1209),(1191!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,(118!112),(662!315),(647!173),(1335!462),(1678!761),(1565!979),(1453!1026),(1737!1210),(1191!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,(118!112),(663!316),(647!174),(1335!461),(1678!761),(1562!981),(1453!1026),(1737!1212),(1191!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,(118!112),(664!317),(647!174),(1335!462),(1678!761),(1563!983),(1453!1026),(1738!1211),(1191!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,(118!111),(666!319),(647!174),(1335!462),(1678!761),(1565!985),(1454!1026),(1737!1209),(1191!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,(118!112),(667!320),(646!175),(1334!462),(1678!761),(1565!986),(1454!1027),,(1191!1294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,(118!111),(667!322),(646!175),(1334!461),(1678!761),(1566!988),(1453!1025),(1737!1209),(1191!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,(118!111),(669!323),(646!175),(1334!461),(1678!761),(1566!989),(1454!1026),(1737!1208),(1191!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,(669!324),(646!174),(1334!462),(1677!761),(1567!991),(1454!1026),(1737!1209),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,(670!326),(646!174),(1334!463),(1676!761),(1567!992),(1453!1027),(1736!1209),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,(117!112),(671!327),(646!175),(1334!462),(1677!761),(1566!994),(1453!1026),(1736!1210),(1189!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,(117!112),(672!329),(646!175),(1334!462),(1678!761),(1565!996),(1453!1026),(1736!1210),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,(117!112),(673!330),(647!174),(1334!460),(1677!761),(1565!998),(1454!1026),(1736!1212),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,(117!111),(668!326),(647!174),(1335!461),(1678!761),(1566!1000),(1454!1026),(1736!1210),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,(118!112),(669!327),(647!175),(1335!461),(1678!761),(1566!1002),(1454!1027),(1737!1209),(1193!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,(118!111),(676!331),(647!174),(1335!463),(1678!761),(1566!1003),(1454!1026),(1736!1210),(1193!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,(118!111),(676!332),(647!174),(1335!460),(1678!761),(1566!1004),(1454!1027),(1737!1209),(1193!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,(118!111),(676!332),(647!175),(1335!462),(1678!761),(1567!1006),(1454!1028),(1736!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,(118!112),(676!332),(647!175),(1335!462),(1678!761),(1567!1007),(1454!1026),(1738!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,(118!112),(671!328),(647!175),(1335!460),(1678!761),(1567!1008),(1454!1026),(1737!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,(117!112),(676!332),(647!174),(1335!460),(1678!761),(1567!1010),(1453!1027),(1736!1209),(1191!1298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,(117!112),(676!332),(646!174),(1333!462),(1677!761),(1568!1012),(1453!1026),(1737!1208),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,(117!112),(675!332),(646!175),(1334!462),(1677!761),(1568!1013),(1453!1027),(1736!1210),(1192!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,(117!112),(670!328),(646!175),(1333!461),(1683!765),(1571!1015),(1453!1027),(1736!1210),(1193!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,(117!112),(676!332),(647!174),(1334!462),(1678!761),(1573!1017),(1453!1026),(1737!1209),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,(118!112),(676!332),(647!174),(1334!460),(1678!761),(1574!1019),(1455!1026),(1736!1208),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,(118!111),(676!332),(647!174),(1334!462),(1678!761),(1574!1021),(1453!1026),(1736!1210),(1192!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,(118!111),(676!332),(647!174),(1334!462),(1679!761),(1575!1024),(1454!1026),(1738!1208),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,(117!111),(676!332),(647!174),(1334!460),(1679!761),(1575!1025),(1454!1026),(1738!1208),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,(118!111),(676!332),(647!175),(1334!459),(1678!761),(1576!1027),(1454!1027),(1738!1208),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,(118!111),(676!333),(647!173),(1334!462),(1678!761),(1576!1028),(1454!1028),,(1191!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,(118!111),(676!332),(647!173),(1334!462),(1678!761),(1578!1029),(1454!1026),,(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,(118!111),(676!332),(647!175),(1334!461),(1678!761),(1578!1030),(1454!1026),(1738!1209),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,(117!111),(676!332),(647!174),(1335!462),(1678!761),(1578!1031),(1454!1027),(1737!1208),(1190!1297),,(356!625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,(118!112),(676!332),(647!174),(1335!462),(1677!761),(1578!1033),(1454!1027),(1736!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,(117!112),(676!332),(646!174),(1334!462),(1677!761),(1580!1034),(1453!1026),(1737!1208),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,(117!112),(676!332),(646!174),(1334!462),(1678!761),(1582!1036),(1453!1027),(1737!1208),(1190!1298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,(117!112),(676!332),(647!174),(1334!462),(1678!761),(1584!1037),(1453!1027),(1737!1208),(1190!1298),,(363!623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,(676!332),(647!177),(1334!462),(1682!765),(1585!1039),(1453!1026),(1737!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,(117!112),(677!333),(647!173),(1334!462),(1682!765),(1586!1041),(1453!1027),(1737!1210),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,(117!112),(677!333),(647!174),(1334!462),(1677!761),(1586!1043),(1453!1026),(1736!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,(117!112),(678!333),(647!174),(1335!461),(1677!761),(1586!1045),(1453!1027),(1736!1210),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,(117!111),(678!334),(648!174),(1335!462),(1678!761),(1586!1046),(1454!1026),(1736!1210),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,(118!111),(678!335),(647!173),(1335!462),(1678!761),(1587!1048),(1454!1026),(1736!1212),(1194!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,(117!112),(678!334),(647!175),(1335!461),(1678!761),(1586!1050),(1454!1026),(1737!1210),(1192!1296),,(378!614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,(117!111),(678!334),(647!174),(1335!460),(1678!761),(1587!1053),(1454!1026),(1736!1212),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,(678!334),(647!175),(1335!460),(1677!761),(1586!1055),(1454!1027),(1739!1208),(1191!1296),,(382!614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,(117!112),(678!334),(646!174),(1335!459),(1677!761),(1587!1057),(1452!1025),(1740!1208),(1192!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,(117!112),(678!335),(642!169),(1335!460),(1678!761),(1587!1058),(1453!1026),,(1192!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,(117!112),(678!335),(646!173),(1334!461),(1682!765),(1587!1060),(1454!1026),(1737!1208),(1193!1296),,(386!612),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,(117!112),(678!335),(646!173),(1334!462),(1677!761),(1588!1060),(1452!1026),(1737!1208),(1192!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,(117!112),(678!335),(646!173),(1334!462),(1677!761),(1588!1061),(1453!1026),(1736!1208),(1190!1297),,(389!610),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,(117!112),(678!335),(646!174),(1334!461),(1678!761),(1590!1062),(1453!1027),(1736!1208),(1191!1296),,(391!609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,(117!112),(678!335),(646!174),(1334!462),(1677!761),(1591!1063),(1453!1027),(1736!1209),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,(117!112),(678!335),(645!166),(1334!461),(1677!761),(1591!1065),(1454!1027),(1739!1208),(1190!1296),,(395!606),(1312!1148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,(118!112),(678!335),(646!172),(1335!461),(1677!761),(1593!1066),(1454!1027),(1740!1208),(1191!1297),,(397!605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,(118!112),(678!335),(646!173),(1335!460),(1678!761),(1593!1069),(1454!1026),(1737!1208),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,(118!112),(678!335),(646!173),(1335!460),(1678!761),(1592!1071),(1454!1027),(1739!1209),(1191!1297),,(400!604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,(117!112),(678!335),(646!173),(1335!461),(1678!761),(1593!1072),(1454!1026),(1738!1209),(1191!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,(117!112),(678!335),(646!175),(1335!461),(1678!761),(1592!1074),(1454!1026),(1738!1208),(1191!1297),,(406!603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,(117!112),(678!336),(646!174),(1335!462),(1677!761),(1592!1077),(1453!1026),(1737!1210),(1190!1298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,(117!112),(679!336),(646!173),(1334!460),(1682!765),(1592!1079),(1453!1027),(1738!1208),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,(117!112),(679!336),(646!174),(1334!461),(1677!761),(1590!1079),(1453!1027),(1737!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,(117!112),(679!336),(646!175),(1334!461),(1677!761),(1587!1078),(1453!1027),(1737!1210),(1190!1297),,(413!598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,(679!335),(646!173),(1334!462),(1677!761),(1588!1080),(1453!1028),(1736!1210),(1190!1301),,,,,,,,(1453!474),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,(117!111),(679!335),(646!174),(1334!459),(1677!761),(1588!1081),(1454!1027),(1736!1210),(1190!1300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,(117!111),(680!335),(646!173),(1334!462),(1677!761),(1588!1082),(1453!1027),(1737!1210),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,(117!111),(672!335),(646!175),(1334!461),(1677!761),(1589!1083),(1453!1026),(1738!1210),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,(118!111),(682!337),(646!174),(1334!462),(1677!761),(1589!1085),(1453!1026),(1736!1212),(1191!1300),,,,,,,,(1444!466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,(118!112),(702!355),(646!173),(1335!461),(1677!761),(1588!1085),(1453!1026),(1739!1208),(1192!1296),,(423!591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,(118!112),(729!379),(647!173),(1334!461),(1683!764),(1589!1087),(1454!1026),(1737!1208),(1192!1296),,(425!591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,(118!112),,(647!174),(1334!462),(1678!761),(1590!1088),(1454!1026),(1737!1210),(1192!1296),,,,,,,,(1432!454),(824!1014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,(118!112),,(647!174),(1333!461),(1677!761),(1587!1090),(1454!1026),(1736!1209),(1191!1296),,,,,,,,,(827!1012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,(646!174),(1333!462),(1677!761),(1588!1091),(1454!1027),(1739!1209),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,(117!112),,(646!176),(1333!462),(1677!761),(1586!1092),(1452!1027),(1736!1210),(1190!1297),,(432!589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,(117!112),,(646!176),(1333!462),(1677!761),(1587!1094),(1453!1027),(1736!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,(117!112),(871!558),(647!176),(1334!462),(1677!761),(1586!1096),(1452!1026),(1737!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,(117!112),(870!559),(646!175),(1334!461),(1677!761),(1587!1096),(1452!1026),,(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,(117!112),(871!561),(647!172),(1334!461),(1677!761),(1586!1097),(1452!1026),,(1191!1296),,(443!578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,(873!563),(646!174),(1334!462),(1677!761),(1587!1098),(1452!1026),(1736!1209),(1191!1296),,(438!584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,(117!112),(874!564),(647!175),(1334!461),(1677!761),(1586!1099),(1452!1027),(1737!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,(117!112),(874!564),(647!172),(1334!460),(1677!761),(1584!1100),(1452!1027),(1737!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,(875!564),(647!173),(1334!461),(1677!761),(1587!1102),(1453!1026),(1740!1209),(1191!1296),,,,,,,,,(862!992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,(875!565),(647!173),(1334!462),(1682!765),(1586!1103),(1454!1026),(1738!1209),(1191!1298),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,(875!565),(647!173),(1334!462),(1679!761),(1586!1104),(1454!1026),(1739!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,(875!566),(640!174),(1334!462),(1677!761),(1584!1106),(1454!1027),(1737!1208),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,(874!566),(640!176),(1334!462),(1682!765),(1587!1107),(1453!1025),(1738!1209),(1191!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,(875!567),(641!167),(1334!462),(1682!765),(1587!1109),(1453!1026),(1736!1209),(1191!1296),,,,,,,,,(878!983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,(875!568),(641!176),(1334!462),(1678!761),(1588!1110),(1453!1026),(1736!1209),(1191!1296),,,,,,,,,(881!982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,(118!112),(875!569),(647!175),(1334!461),(1677!761),(1587!1111),(1452!1026),(1735!1209),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,(118!112),(875!570),(643!175),(1334!462),(1682!765),(1588!1112),(1453!1027),(1736!1209),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,(118!112),(875!571),(642!175),(1334!462),(1682!765),(1587!1113),(1452!1026),(1735!1209),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,(118!112),(876!573),(642!174),(1334!462),(1677!761),(1587!1115),(1452!1025),(1735!1209),(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,(118!112),(876!574),(646!174),(1334!462),(1677!761),(1586!1117),(1452!1025),(1737!1209),(1190!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,(118!112),(877!576),(640!173),(1334!462),(1677!761),(1586!1119),(1453!1025),(1737!1209),(1193!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,(118!112),(879!577),(647!173),(1334!462),(1677!761),(1586!1119),(1453!1025),(1736!1209),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,(120!112),(880!578),(647!172),(1334!461),(1677!761),(1586!1120),(1453!1025),(1737!1209),(1190!1296),,,,,,,,,(916!966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,(118!112),(880!580),(647!173),(1334!462),(1678!761),(1585!1122),(1452!1026),(1737!1209),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,(118!112),(883!583),(647!173),(1334!462),(1677!761),(1585!1123),(1452!1026),(1737!1209),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,(120!112),(885!586),(647!174),(1334!462),(1677!761),(1585!1125),(1453!1027),(1736!1209),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,(118!112),(886!588),(647!174),(1334!462),(1683!765),(1585!1126),(1453!1027),(1736!1210),(1190!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,(120!112),(888!590),(646!173),(1334!462),(1677!762),(1586!1127),(1452!1027),(1737!1209),(1196!1297),,,,,,,,,(933!956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,(118!112),(890!592),(646!173),(1334!462),(1677!761),(1584!1128),(1452!1027),(1737!1209),(1196!1297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,(119!112),(892!595),(646!174),(1334!462),(1676!761),(1586!1130),(1453!1026),(1736!1209),(1197!1297),,(445!571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,(120!112),(894!596),(646!174),(1334!462),(1676!761),(1587!1131),(1452!1026),,(1196!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,(894!598),(646!173),(1334!461),(1677!761),(1588!1132),(1452!1026),(1737!1208),(1189!1296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,(118!111),(895!599),(646!172),(1334!461),(1677!761),(1587!1133),(1452!1026),(1737!1208),(1196!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,(118!112),(898!601),(646!175),(1334!461),(1677!761),(1587!1134),(1452!1026),(1736!1208),(1196!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,(900!601),(647!176),(1334!461),(1677!761),(1588!1137),(1452!1026),(1737!1208),(1197!1295),,,,,,,,(1410!395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,(118!111),(902!603),(639!174),(1334!462),(1678!761),(1588!1138),(1453!1026),,(1190!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,(118!112),(904!605),(640!174),(1335!462),(1677!761),(1587!1140),(1452!1026),(1737!1209),(1197!1295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
