frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_13,ID_14,ID_15,ID_16,ID_18,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_31,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_98,ID_99
723,(59!296),(935!334),,,,,,(893!1228),,,(1112!241),,,,,,,,,,,,,,,,,,,,,,,,,(1723!412),,,,(934!1050),,,,,(1652!473),,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,(60!296),(936!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1724!414),,,,(935!1049),,,,,,,,(792!886),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,(61!296),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1652!473),,,,(935!1050),,,,,,,,(789!885),,,(1732!739),,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,(62!296),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1652!473),,,,(935!1049),,(1724!419),,,,,,,,,(1734!739),,,(1740!819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,(63!296),(936!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1050),,(1722!422),,,,,,,,,(1733!738),,,(1736!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,(64!296),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1652!473),,,,(935!1050),,(1722!425),,,,,,(779!878),,,,,,(1736!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,(65!295),(936!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(935!1050),,(1726!430),,,,,,(776!876),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,(67!295),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1654!473),,,,(934!1049),,(1722!428),,,,,,(773!873),,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,(68!294),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1689!659),,,,(935!1049),,(1723!432),,,,,,,,,,,,(1734!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,(68!293),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1690!658),,,,(934!1049),,(1722!430),,,,,,(765!869),,,,,,(1734!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,(69!292),(935!334),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(934!1048),,(1724!434),,,,,,(763!1132),,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,(70!292),(935!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1690!656),,,,(761!865),,(1724!435),,,,,,(934!1048),,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,(71!291),(934!334),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1690!655),,,,,,(1723!430),,,,,,(934!1047),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,(72!291),(934!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,(754!858),,(1723!430),,,,,,(934!1047),,,,,,(1734!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,(72!290),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,,,(1725!432),,,,,,(934!1047),,,(1688!650),,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,(73!289),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,(749!851),,(1724!432),,,,,,(934!1046),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,(74!289),(935!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1725!432),,,,,,(934!1046),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,(76!288),(934!335),,,,,,(893!1227),,,(1112!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(742!849),,(1724!433),,,,,,(933!1043),,,,,,(1739!819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,(77!287),(935!336),,,,,,(893!1227),,,(1112!242),,,,,,(769!1132),,,,,,,,,,,,,,,,,,,,,,,(739!847),,(1723!432),,,,,,(933!1043),,,,,,(1735!866),(1651!473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,(78!287),(934!336),,,,,,(893!1227),,,(1112!238),,,,,,(769!1132),,,,,,,,,,,,,,,,,,,(1732!738),,,,(736!845),,(1719!429),,,,,,(932!1041),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,(80!286),(934!336),,,,,,(893!1228),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,,,,,,,(1722!430),,,,,,(932!1040),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,(80!285),(935!335),,,,,,(893!1228),,,(1112!242),,,,,,(769!1131),,,,,,,,,,,,,,,,,,,(1732!738),,,,(730!838),,,,,,,,(932!1037),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,(82!285),(935!336),,,,,,(893!1228),,,(1112!242),,,,,,(768!1131),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(932!1036),,,,,,(1735!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,(83!284),(935!336),,,,,,(893!1228),,,(1112!242),,,,,,(724!833),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,(1722!428),,,,,,(932!1034),,,,,,(1735!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,(84!282),(934!336),,,,,,(893!1228),,,(1111!242),,,,,,(721!828),,,,,,,,,,,,,,,,,,,,,,,,,(1722!429),,,,,,(932!1034),,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,(86!280),(935!336),,,,,,(893!1228),,,(1111!241),,,,,,(718!828),,,,,,,,,,,,,,,,,,,,,,,,,(1723!429),,,,,,(931!1033),,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,(88!278),(934!336),,,,,,(893!1228),,,(1111!242),,,,,,(715!826),,,,,,,,,,,,,,,,,,,,,,,,,(1723!433),,,,,,(930!1033),,,,,,(1734!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,(89!277),(934!336),,,,,,(893!1228),,,(1111!241),,,,,,(713!823),,,,,,,,,,,,,,,,,,,,,,,,,(1723!431),,,,,,(929!1032),,,,,,(1734!868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,(91!276),(936!337),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1723!429),,,,,,(929!1031),,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,(91!276),(936!337),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1723!430),,,,,,(928!1030),,,,,,(1735!867),(1650!478),(1694!621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,(93!274),(936!337),,,,,,(893!1228),,,(1111!242),,,,,,(704!814),,,,,,,,,,,,,,,,,,,,,,,,,(1725!430),,,,,,(927!1029),,,,,,(1735!866),,(1732!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,(95!273),(936!337),,,,,,(893!1227),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1724!430),,,,,,(927!1028),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,(96!272),(936!337),,,,,,(893!1228),,,(1111!242),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,,,(1725!436),,,,,,(926!1026),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,(98!270),(937!338),,,,,,(893!1228),,,(1111!242),,,,,,(694!807),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,(1724!436),,,,,,(926!1024),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,(99!269),(937!338),,,,,,(893!1228),,,(1111!242),,,,,,(692!805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(927!1023),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,(101!268),(937!339),,,,,,(893!1228),,,(1111!242),,,,,,(690!804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(926!1023),,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,(102!266),(937!339),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(927!1022),,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,(103!264),(937!339),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,(927!1021),,,,,,(1735!865),,,(768!1132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,(103!263),(938!339),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(927!1021),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,(104!263),(938!339),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(927!1019),,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,(105!262),(938!340),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(674!789),,,,,,,,(928!1017),,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,(105!262),(939!340),,,,,,(893!1228),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(928!1015),,,,,,(1735!869),,,(768!1131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,(105!261),(938!341),,,,,,(893!1228),,,(1111!241),,,,,,(672!792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(928!1014),,,,,,(1735!867),,,(768!1131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,(105!261),(940!341),,,,,,(893!1228),,,(1111!241),,,,,,(672!787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(926!1013),,,,,,(1735!867),,,(768!1131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,(105!261),(939!342),,,,,,(893!1228),,,(1111!241),,,,,,(672!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(927!1011),,,,,,(1735!867),,,,(1701!604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,(105!261),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(665!782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(926!1010),,,,,,(1736!867),,,,(1701!604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,(106!262),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(669!783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(926!1010),,,,,,(1736!865),,,,(1726!447),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,(105!262),(940!342),,,,,,(893!1227),,,(1111!241),,,,,,(667!786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(924!1009),,,,,,(1739!813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,(105!262),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(667!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(924!1008),,,,,,(1733!738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,(106!262),(939!342),,,,,,(893!1227),,,(1111!241),,,,,,(667!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(924!1008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,(106!262),(940!342),,,,,,(893!1227),,,(1111!241),,,,,,(667!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,(106!262),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(667!781),,,,,,,,,,,,,,,,,,,,,,,,,(1727!449),,,,,,(924!1008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,(106!262),(939!342),,,,,,(893!1228),,,(1111!241),,,,,,(667!781),,,,,,,,,,,,,,,,,,,(1733!738),,,,,,(1726!449),,,,,,(924!1008),,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,(106!262),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(668!781),,,,,,,,,,,,,,,,,,,(1733!738),,,,,,(1692!602),,,,,,(924!1009),,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,(106!262),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(668!781),,,,,,,,,,,,,,,,,,,(1733!738),,,,,,(1690!602),,,,,,(924!1009),,,,,,,,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,(106!262),(940!342),,,,,,(893!1228),,,(1111!241),,,,,,(669!781),,,,,,,,,,,,,,,,,,,,,,,,,(1690!601),,,,,,(923!1009),,,,,,,,,,,(1736!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,(106!263),(940!343),,,,,,(893!1227),,,(1111!241),,,,,,(669!781),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,(1691!598),,,,,,(923!1008),,,,,,,,,,,(1739!818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,(106!263),(939!343),,,,,,(893!1228),,,(1112!241),,,,,,(669!784),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(923!1008),,,,,,,,,,,(1740!819),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,(106!264),(940!343),,,,,,(894!1228),,,(1112!242),,,,,,(669!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,(1740!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,(106!264),(939!343),,,,,,(893!1229),,,(1112!241),,,,,,(669!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,,,,,(1740!808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,(106!264),(939!344),,,,,,(893!1228),,,(1111!241),,,,,,(669!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,(1732!737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,(106!264),(939!344),,,,,,(893!1228),,,(1111!241),,,,,,(669!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,(769!1132),,(1732!737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,(106!265),(939!343),,,,,,(894!1228),,,(1111!241),,,,,,(668!782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,(105!266),(939!343),,,,,,(893!1228),,,(1111!241),,,,,,(664!782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,(105!269),(938!343),,,,,,(893!1228),,,(1111!241),,,,,,(668!784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,(106!270),(938!343),,,,,,(893!1228),,,(1111!241),,,,,,(668!780),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,(108!272),(939!343),,,,,,(893!1228),,,(1111!241),,,,,,(669!780),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1734!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,(108!274),(940!343),,,,,,(893!1228),,,(1112!241),,,,,,(669!780),,,,,,,,,,,,,,,,,,,,,,,,,(1677!595),,,,,,(923!1008),,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,(107!278),(939!343),,,,,,(893!1227),,,(1111!241),,,,,,(669!780),,,,,,,,,,,,,,,,,,,,,,,,,(1677!595),,,,,,(923!1008),,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,(107!281),(940!343),,,,,,(893!1227),,,(1112!241),,,,,,(669!782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1740!819),,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,(107!282),(940!343),,,,,,(894!1227),,,(1112!241),,,,,,(669!782),,,,,,,,,,,,,,,,,,,,,,,,,(1675!595),,,,,,(923!1008),,,,,,,,,,,,(1736!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,(108!283),(939!344),,,,,,(894!1227),,,(1112!237),,,,,,(664!782),,,,,,,,,,,,,,,,,,,(1733!737),,,,,,(1673!594),,,,,,(923!1008),,,,,,,,,,,,(1735!866),,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,(108!284),(939!344),,,,,,(893!1227),,,(1112!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,(109!285),(939!344),,,,,,(893!1227),,,(1112!241),,,,,,(670!786),,,,,,,,,,,,,,,,,,,,,,,,,(1671!593),,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,(109!286),(940!344),,,,,,(894!1227),,,(1112!241),,,,,,(670!786),,,,,,,,,,,,,,,,,,,,,,,,,(1670!592),,,,,,(923!1008),,,,,,,,,(768!1131),,,(1740!818),,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,(110!289),(939!343),,,,,,(894!1228),,,(1112!241),,,,,,(671!786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,,,(769!1131),,,(1740!820),,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,(111!290),(938!343),,,,,,(894!1227),,,(1112!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,(1669!591),,,,,,(923!1008),,,,,,,,,,,,(1740!818),,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,(111!291),(938!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,(112!293),(939!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,(1668!589),,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,(112!294),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,(113!295),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,(663!780),,,,,,,,,,,,,,,,,,,,,,,,,(1732!737),,,,,,(923!1008),,,,,,,,,,,(1667!589),(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,(113!296),(939!343),,,,,,(893!1227),,,(1111!241),,,,,,(663!779),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,(113!297),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,(113!299),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,(670!783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,(114!300),(939!342),,,,,,(894!1227),,,(1112!241),,,,,,(671!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,(114!301),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,(663!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,(115!303),(938!344),,,,,,(894!1228),,,(1112!241),,,,,,(671!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,(114!303),(938!343),,,,,,(893!1227),,,(1112!241),,,,,,(671!786),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,(114!304),(939!344),,,,,,(893!1227),,,(1112!241),,,,,,(671!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,(115!305),(939!344),,,,,,(893!1227),,,(1112!241),,,,,,(663!781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,,,,,,(1740!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,(114!307),(939!343),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(923!1008),,,,,,,(1662!583),,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,(115!308),(938!344),,,,,,(893!1227),,,(1111!241),,,,,,(663!781),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(923!1009),,,,,,,(1662!583),,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,(114!309),(938!344),,,,,,(893!1227),,,(1111!241),,,,,,(670!782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,(1661!582),,,,,(1736!864),,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,(120!311),(938!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1009),,,,,,,(1659!582),,,,,(1735!864),,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,(116!312),(938!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,(923!1008),,,,,,,(1658!582),,,,,(1736!865),(1733!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
818,(118!313),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,(1658!581),,,,,(1735!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,(117!314),(939!343),,,,,,(893!1227),,,(1112!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(923!1008),,,,,,,(1732!462),,,,,(1736!864),,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,(120!315),(938!343),,,,,,(894!1227),,,(1112!241),,,,,,(670!786),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(923!1008),,,,,,,(1731!461),,,,,(1735!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,(119!316),(939!342),,,,,,(893!1227),,,(1112!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,(1733!737),,,,,,,,,,,,(922!1008),,,,,,,(1731!463),,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,(119!317),(938!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!786),,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,(922!1008),,,,,,,(1730!460),,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,(118!319),(938!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,(1732!737),,,,,,,,,,,,(922!1008),,,,,,,(1730!461),,,,,(1736!867),,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,(118!320),(938!343),,,,,,(893!1227),,,,,,,,,(670!785),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,(1736!865),,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,(118!321),(939!343),,,,,,(893!1227),,,(1111!241),,,,,,(670!785),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,,,,,,,(922!1008),,,,,,,,,,,,(1736!867),(1732!463),,,,,,,,,,,,,,,,,,,,,,,,,,,
826,(117!323),(938!344),,,,,,(894!1227),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,(1736!866),(1729!461),,,,,,,,,,,,,,,,,,,,,,,,,,,
827,(117!324),(938!343),,,,,,(893!1227),,,(1111!241),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(922!1008),,,,,,,,,,,,(1740!818),(1730!462),,,,,,,,,,,,,,,,,,,,,,,,,,,
828,(118!326),(939!343),,,,,,(893!1227),,,(1111!241),,,,,,(663!781),,,,,,,,,,,,,,,,,,,(1732!738),,,,,,(1735!864),,,,,,(922!1008),,,,,,,,,,,,(1741!798),(1729!460),(1650!571),,,,,,,,,,,,,,,,,,,,,,,,,,
