frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_24,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_34,ID_36,ID_38,ID_40,ID_41,ID_42,ID_43,ID_47,ID_48,ID_50,ID_51,ID_52,ID_53,ID_55,ID_56,ID_57,ID_58,ID_59,ID_61,ID_64,ID_66,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_77,ID_79,ID_80,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_92,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_110,ID_111,ID_112,ID_113,ID_114,ID_115,ID_116,ID_117,ID_118,ID_119,ID_120,ID_121,ID_122,ID_124,ID_125,ID_127,ID_129,ID_130,ID_131,ID_133,ID_134,ID_135,ID_137,ID_138,ID_139,ID_140,ID_141,ID_143,ID_144,ID_145,ID_147,ID_148,ID_149,ID_150,ID_151,ID_153,ID_154,ID_155,ID_156,ID_157,ID_158,ID_159,ID_160,ID_161,ID_162,ID_164,ID_165,ID_166,ID_167,ID_168,ID_169,ID_170
984,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1208!119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1630!830),,(1580!1194),,,,,,,,,,,,,,(1752!70),,,,(1750!720),(1716!695),,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1208!120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1580!1193),,,,,,,,(799!598),,(1748!289),,,(1305!978),(1751!69),,,,(1759!723),(1724!697),,,,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1208!120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1580!1193),,,,,,,,(800!595),,(1748!286),,,(1308!979),(1751!68),,,,(1758!723),(1724!697),,,,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1207!120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1581!1193),,,,(1536!1317),,,,(800!593),,(1748!289),,(983!1132),(1306!973),(1751!66),,,,(1758!722),(1725!695),,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1207!120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1580!1193),,,,(1536!1316),,,,(800!594),,(1748!288),,,,(1752!66),,,,(1755!707),(1726!694),,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1207!120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1581!1194),,,,,,,,(799!594),,(1748!289),,,,(1752!65),,,,(1755!708),(1726!693),,,,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1207!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1581!1193),,,,,,,,,,(1748!289),,,,(1751!64),,,,(1755!708),(1726!692),,,,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,(826!1154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1581!1193),,,,,,,,(799!600),,(1748!289),,,,(1751!64),,,,(1754!709),(1728!691),,,,,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1581!1193),,,,,(933!1008),,,,,(1747!287),,,,(1752!64),,,,(1754!706),(1726!691),,,,(1762!744),,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1581!1194),,,,,,,,,,(1746!286),,,,(1751!64),,,,(1752!706),(1726!687),,,(1303!977),(1762!745),,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1580!1192),,,,,,,,(797!604),,(1745!284),,(982!1131),,(1750!64),,,,(1750!704),,,,(1303!977),(1761!747),,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1581!1193),,,,,,,,,,(1745!282),,,,(1750!64),,,,(1751!704),(1724!684),,,(1303!980),(1760!742),,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1581!1193),,,,,,,,(797!602),,,,,,(1750!64),,,,(1754!709),,,,(1303!979),(1759!735),,,,,,,,,,,,,,,,,,,,
997,,,,,(41!959),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1629!830),,(1581!1193),,,,,,,,,,,,,,(1750!64),,,,(1750!701),(1721!680),,,(1303!978),(1761!743),,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1630!830),,(1582!1192),,,,,,,,(797!604),,,,,,,,,,(1749!700),,,,(1302!978),(1762!747),,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1630!830),,(1581!1192),,,,(1536!1316),,,,,,,,,,,,,,(1748!700),,,,,(1763!745),,,,,,,,,,,,,,,,,,,,
1000,,,,,(42!950),,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1630!830),,(1582!1192),,,,(1536!1316),,,,(798!603),,,,,,,,,,(1752!704),,,,(1308!977),(1763!746),,,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,(826!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1630!830),,(1582!1192),,,,,,,,(798!602),,(1737!279),,,,,,,,(1754!708),,,,(1308!978),(1764!754),,,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1582!1192),,,,,,,,,,(1562!330),,,,(1750!64),,,,(1750!702),,,,(1308!979),(1763!743),,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1582!1192),,,,,,,,(800!605),,(1562!328),,,,(1750!64),,,,(1754!708),,,,(1308!979),(1764!745),,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1582!1193),,,,,,,,,,,,(984!1131),,(1750!64),,,,(1750!704),,,,(1303!979),(1764!743),,,,,,,,,,,,,,,,,,,,
1005,,,,,(51!953),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1582!1193),,,,,,,,,,,,(983!1131),,(1750!65),,,,(1750!704),,,,(1302!978),(1764!745),,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1582!1200),,,,,,,,,,,,(983!1131),,(1749!65),,,,(1750!705),,,,(1307!978),(1764!745),,,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1583!1193),,,,,,,,(809!616),,,,,,(1749!66),,,,(1756!707),,,,(1302!977),(1758!736),,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1583!1193),,,,,,,,(810!616),,,,,,(1749!65),,,,(1754!705),,,,(1307!978),(1764!744),,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1206!122),,,,,,,,,,,,,,,(1557!321),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1583!1192),,,,,,,,,,,,(983!1131),,(1749!65),,,,(1753!698),,,,(1302!977),(1760!736),,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1205!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1584!1192),,,,,,,,(806!614),,,,(984!1131),,(1748!67),,,,(1749!696),,,,,(1756!732),,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1205!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1584!1193),,,,,(941!1020),,,,,,,(983!1132),,(1748!67),,,,(1751!694),,,,(1302!978),(1753!730),,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1585!1192),,,,,,,,,,,,,,(1747!68),,,,(1751!694),,,,(1307!978),(1752!730),,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1585!1192),,,,,,,,,,,,,,,,,,(1749!691),,,,(1302!977),(1752!729),,,,,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1204!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1586!1192),,,,,,,,(809!601),,,,,,,,,,(1747!691),,,,(1302!977),(1752!726),,,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1204!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1587!1193),,,,,,,,(810!599),,,,,,,,,,(1746!690),,,,(1307!977),(1752!728),,,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1204!120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1587!1192),,,,,,,,(811!600),,,,,,,,,,,,,,(1307!977),(1752!735),,,,,,,,,,,,,,,,,,,,
1017,,,,,(53!948),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1203!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1587!1192),,,,(1536!1317),,,,,,,,,,,,,,,,,,(1307!977),(1757!730),,,,,,,,,,,,,,,,,,,,
1018,,,,,(53!949),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1204!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1587!1192),,,,,,,,,,,,(984!1132),,,,,,(1750!705),,,,(1307!977),(1752!732),,,,,,,,,,,,,,,,,,,,
1019,,,,,(52!949),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1203!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),,(1588!1192),,,,,,,,,,,,,,,,,,(1753!708),,,,(1307!977),(1752!733),,,,,,,,,,,,,,,,,,,,
1020,,,,,(52!948),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1204!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1630!830),,(1587!1192),,,,,,,,,,,,,,,,,,,,,,(1307!977),(1752!728),,,,,,,,,,,,,,,,,,,,
1021,,,,,(52!948),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1203!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1588!1192),,,,,,,,(811!600),,,,,,,,,,,(1729!615),,,(1307!977),(1754!728),,,,,,,,,,,,,,,,,,,,
1022,,,,,(53!947),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1203!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1588!1192),,,,(1536!1317),,,,,,,,,,,,,,,,,,,(1753!728),,,,,,,,,,,,,,,,,,,,
1023,,,,,(53!946),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1201!122),,,,,,,,,,,,,,,(1559!322),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1588!1198),,,,,,,,,,,,,,,,,,,(1729!611),,,(1307!979),(1753!727),,,,,,,,,,,,,,,,,,,,
1024,,,,,(53!946),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1588!1191),,,,,,,,,,,,,,,,,,,,,,(1302!977),(1753!728),,,,,,,,,,,,,,,,,,,,
1025,,,,,(50!945),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1201!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),,(1587!1191),,,,,,,,(806!594),,,,,,,,,,,,,,,(1753!728),,,,,,,,,,,,,,,,,,,,
1026,,,,,(51!945),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1202!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1731!599),,(1588!1191),,,,,(947!1009),,,(802!592),,,,,,,,,,,,,,(1307!977),(1753!727),,,,,,,,,,,,,,,,,,,,
1027,,,,,(51!945),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,(1558!322),,,,,,,,,,,,,,,,,,,,,,,,,,,,(1731!598),,(1588!1192),,,,,(948!1009),,,(798!590),,,,,,,,,,,,,,(1307!977),(1752!727),,,,,,,,,,,,,,,,,,,,
1028,,,,,(50!945),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1588!1192),,,,,,,,,,,,,,,,,,,,,,(1307!979),(1755!726),,,,,,,,,,,,,,,,,,,,
1029,,,,,(50!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1201!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1587!1198),,,,,,,,(796!590),,,,,,,,,,,,,,(1307!977),(1752!726),,,,,,,,,,,,,,,,,,,,
1030,,,,,(50!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1588!1192),,,,,(958!1015),,,(799!592),,,,,,,,,,,,,,(1302!977),(1753!725),,,,,,,,,,,,,,,,,,,,
1031,,,,,(50!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1629!830),(1588!1192),,,,,(962!1014),,,(800!595),,,,,,,,,,,,,,(1307!977),(1754!725),,,,,,,,,,,,,,,,,,,,
1032,,,,,(50!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1588!1193),,,,,,,,,,,,,,,,,,,,,,,(1754!725),,,,,,,,,,,,,,,,,,,,
1033,,,,,(49!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!122),,,,,,,,,,,,,,,(1563!331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1588!1193),,,,,,,,,,,,,,,,,,,,,,(1307!978),(1755!724),,,,,,,,,,,,,,,,,,,,
1034,,,,,(49!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1201!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1588!1200),,,,,,,,,,,,,,,,,,,,,,,(1759!724),,,,,,,,,,,,,,,,,,,,
1035,,,,,(48!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1201!122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1193),,,,,,,,,,,,,,(1749!78),,,,,,,,(1307!977),(1754!725),,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1589!1194),,,,,,,,,,,,,,,,,,,,,,(1307!979),(1755!724),,,,,,,,,,,,,,,,,,,,
1037,,,,,(51!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1590!1195),,,,,,,,,,,,,,,,,,,,,,(1307!978),(1754!724),,,,,,,,,,,,,,,,,,,,
1038,,,,,(51!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1195),,,,(1536!1317),,,,,,,,,,(1750!77),,,,,,,,(1302!977),(1755!723),,,,,,,,,,,,,,,,,,,,
1039,,,,,(52!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1200!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1195),,,,(1536!1317),,,,,,,,,,,,,,,,,,(1302!977),(1761!725),,,,,,,,,,,,,,,,,,,,
1040,,,,,(52!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1199!121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1629!830),(1589!1196),,,,,,,,,,,,,,,,,,,,,,,(1761!733),,,,,,,,,,,,,,,,,,,,
1041,,,,,(53!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!825),(1589!1195),,,,,,,,,,,,,,,,,,,,,,(1307!977),(1756!722),,,,,,,,,,,,,,,,,,,,
1042,,,,,(53!945),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1195),,,,,,,,,,,,,,,,,,(1756!729),,,,(1307!976),(1754!692),,,,,,,,,,,,,,,,,,,,
1043,,,,,(53!943),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!825),(1589!1196),,,,(1536!1317),,,,,,,,,,,,,,(1755!730),,,,(1302!978),(1754!693),,,,,,,,,,,,,,,,,,,,
1044,,,,,(53!944),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1196),,,,,,,,,,,,,,,,,,(1755!735),,,,,(1754!699),,,,,,,,,,,,,,,,,,,,
1045,,,,,(54!948),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1629!830),(1589!1195),,,,,,,,(798!606),(1630!262),,,,,,,,,(1761!726),,,,(1302!978),,,,,,,,,,,,,,,,,,,,,
1046,,,,,(54!941),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1629!830),(1590!1195),,,,,,,,,(1630!261),,,,,,,,,(1760!732),,,,(1301!977),,,,,,,,,,,,,,,,,,,,,
1047,,,,,(54!941),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1196),,,,,,,,(798!605),,,,,,,,,,(1761!732),,,,(1302!977),,,,,,,,,,,,,,,,,,,,,
1048,,,,,(54!941),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1198!118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!825),(1589!1196),,,,(1536!1317),,,,(798!607),,,,,,,,,,(1762!732),,,,(1307!977),,,,,,,,,,,,,,,,,,,,,
1049,,,,,(54!940),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1198!118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),(1589!1196),,,,,,,,,(1628!254),,,,,,,,,(1761!726),,,,,,,,,,,,,,,,,,,,,,,,,
1050,,,,,(54!939),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1198!119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),(1590!1196),,,,,,,,,(1560!325),,,(983!1132),,,,,,(1760!719),,,,(1306!976),(1749!685),,,,,,,,,,,,,,,,,,,,
1051,,,,,(54!939),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1197!118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1589!1196),,,,,,,,,,,,(969!1039),,,,,,(1761!733),,,,,(1750!686),,,,,,,,,,,,,,,,,,,,
1052,,,,,(55!939),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1197!117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),(1590!1196),,,,(1536!1317),(983!1132),,,,,,,(975!1037),,,,,,(1764!730),,,,,(1749!685),,,,,,,,,,,,,,,,,,,,
1053,,,,,(54!939),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1197!116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!824),(1589!1196),,,,,(978!1037),,,,,,,(1307!976),,,,,,(1762!725),,,,,(1748!708),,,,,,,,,,,,,,,,,,,,
1054,,,,,(54!939),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1197!116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1625!824),(1590!1196),,,,,,,,,,,,(1302!978),,,,,,(1762!716),,,,,,,,,,,,,,,,,,,,,,,,,
1055,,,,,(54!939),,,,,,,,,(825!1155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1626!825),(1590!1196),,,,,,,,(796!606),,,,(1307!977),,,,,,(1763!723),,,,,,,,,,,,,,,,,,,,,,,,,
